PARTNER_CODE,"REF_CONTEXT_
TYPE_CODE",FEES,"REVSHARE_
CAT","REVSHARE_
MODEL","BUSINESS_
TYPE","PRODUCT_
TYPE","PRICING_
MODEL_NAME",FORMULA,"EXCEPTION_
PRICING_MODEL_NAME1","EXCEPTION_
FORMULA1","ENTITY_
GROUP_1","EXCEPTION_
PRICING_MODEL_NAME2","EXCEPTION_
FORMULA2","EXCEPTION_
GROUP_2","EXCEPTION_
PRICING_MODEL_NAME3","EXCEPTION_
FORMULA3","EXCEPTION_
GROUP_3"
RQST_TRAVELPASS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,By Formula,0.10*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.08*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_RESCOUNTER,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.145*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_RESCOUNTER,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,By Formula,0.08*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.10*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_RAZR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.10*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),,,,,,,,,
RQST_DISCODONNIE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
RQST_DISCODONNIE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,% of Gross Booking,7,,,,,,,,,
RQST_TOMORROWWORLD,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
RQST_TOMORROWWORLD,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,% of Gross Booking,7,,,,,,,,,
RQST_MOTOGP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,8,,,,,,,,,
RQST_MOTOGP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,% of Gross Booking,7,,,,,,,,,
RQST_FAREPORTALCOAES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_FAREPORTALCOACA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_FAREPORTALCOAUK,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_FAREPORTALCOAUS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_FAREPORTALOT,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_FAREPORTALCOSUS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_FAREPORTALFBUZZ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_LBFTHOTELWIZ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.14*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_LBFTSMARTFARES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.14*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_LBFTTRAVELATION,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.14*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_ROCKETMILES2,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,10,,,,,,,,,
RQST_VEGASGOODBUYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,$ per Transaction,0,,,,,,,,,
RQST_CRUISEPLANNER,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),,,,,,,,,
RQST_EMERGINGTRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.13*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)-0.025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)-0.025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_MONTROSECORP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),,,,,,,,,
RQST_ABCGLOBALSERVIC,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.13*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_EASYHOTELREBATE,HOT,Zero Fees,,,,,% of Gross Booking,,,,,,,,,,
RQST_DEEMTRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,11.25,,,,,,,,,
RQST_MCBUSINESS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,11.25,,,,,,,,,
RQST_MCLEISURE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,11.25,,,,,,,,,
RQST_GLOBALHOTELCARDCA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Gross Booking,12.5,,,,,,,,,
RQST_FAREPORTALCMLS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.135*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.105*((hotelComponentCost+hotelPropertyMarkup)-((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee)*.025))-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_LBFTCFLIGHTNOW,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.14*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_LBFTLCAIRLINES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.14*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_MONTROSE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),,,,,,,,,
RQST_MONTROSE_CA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),,,,,,,,,
RQST_FLIGHTNETWORKSA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),By Formula,0.10*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+customerServiceFee),AK@AN@AO@AR@BG@BR@CP@CY@EB@ET@EX@FN@GE@HI@IC@IN@MC@OX@RC@RZ@SB@TO@UL@VC@VN@XV@YO@ZX,,,,,,
RQST_KARACITOURS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.09*(hotelComponentCost+hotelPropertyMarkup)-0.0275*(hotelComponentCost+hotelPropertyMarkup),,,,,,,,,
RQST_LASVEGASDIRECT,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.10*((hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup)),,,,,,,,,
RQST_DEALANGEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,0.60*hotelPropertyMarkup,,,,,,,,,
RQST_DEALANGEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,TELESALES,HOT,By Formula,0.045*hotelPropertyMarkup,,,,,,,,,
PLQL_BOOKABEDIE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_EVERTRIP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_EXCITEHOLIDAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_FURSANTRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_GOCOMPARENET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_GOGLOBAL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_LASTMINUTE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_LOWCOSTHOL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_ODEGIO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_PNPASSOCIATESNE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_REZLIVE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_ROCKETMILES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_ROOMSXML,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_RTS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_RTSEU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_TOURS4FUN,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_TRANSASIAAIR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_TRAVELKINGNET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_TRIPPANDA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_WESTMINSTERNET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_SIMPLYTRVLNET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_PNPWEHOLIDAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_PNPAIRPORTS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_MISATRAVELNET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_METHABOOKFZ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_LBFTHotelwiz,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_HRCLINK,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_ALLHOTELTAIW,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_AERLINGUS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_IMPERIALRINAGRP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_TRIPANZEENET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_SPIDERHOLIDAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_FARAHATINTL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_SYDNEYTRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
PLQL_ROCKETMILES2,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,0,,,,,,,,,
HAA_EXCITEHOLIDAYPKG,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.0975*(hotelNetRate+hotelMarkup+hotelTaxes+hotelFees),,,,,,,,,
HAA_WEBJET_AU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,"Chains: 10.5% of Gross Bookings, Independent Hotels: 13.5% of Gross Bookings",,,,,,,,,
HAA_WEBJET_NZ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,"Chains: 10.5% of Gross Bookings, Independent Hotels: 13.5% of Gross Bookings",,,,,,,,,
HAA_ZUJIAU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,"Chains: 10.5% of Gross Bookings, Independent Hotels: 13.5% of Gross Bookings",,,,,,,,,
HAA_ZUJIHONGKONG,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,"Chains: 10.5% of Gross Bookings, Independent Hotels: 13.5% of Gross Bookings",,,,,,,,,
HAA_ZUJISINGAPORE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,"Chains: 10.5% of Gross Bookings, Independent Hotels: 13.5% of Gross Bookings",,,,,,,,,
HAA_ZUJIVIRGINAUS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,% of Gross Booking,"Chains: 10.5% of Gross Bookings, Independent Hotels: 13.5% of Gross Bookings",,,,,,,,,
HAA_EXCITEHOLIDAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.1275*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee ),,,,,,,,,
HAA_HOTEL_AU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.08*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee ),,,,,,,,,
HAA_ISPEEDY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee ),,,,,,,,,
HAA_MONTROSE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee ),,,,,,,,,
HAA_MONTROSE_CA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_NINE76,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.1*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_REGIONALEXP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.11*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee ),,,,,,,,,
HAA_STREETDIR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.1*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee ),,,,,,,,,
HAA_STREETDIR_AU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.09*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_TRAVELROOMS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.13*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_TRAVELROOMS_AU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.13*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_TRAVELROOMS_EU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.13*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_TRAVELROOMS_US,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.13*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_CHECKINCOMAU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.1*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_EQUAVISTA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.7*(hotelPropertyMarkup+hotelComponentTax+distributorFee-(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee)*.09),,,,,,,,,
HAA_YOUBIBI,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_ASIAHOT - NO PAYEE SET UP,HOT,Zero Fees,REVENUE_SHARE,,,,% of Gross Booking,0,,,,,,,,,
HAA_TRAVELKING,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.12*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_ROSHCOMPUNET- NO PAYEE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,.08*((hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee)-(0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee)),,,,,,,,,
HAA_BYOJETPACKAGE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,0.07*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee),,,,,,,,,
HAA_BYOJETHOTELSA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,,,By Formula,"Chain : 0.11*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee), Indepedent : 0.12*(hotelComponentCost+hotelPropertyMarkup)-0.0025*(hotelComponentCost+hotelPropertyMarkup+hotelComponentTax+distributorFee)",,,,,,,,,
