PARTNER_CODE,"REF_CONTEXT_
TYPE_CODE",FEES,"REVSHARE_
CAT","REVSHARE_
MODEL","BUSINESS_
TYPE","PRODUCT_
TYPE","PRICING_
MODEL_NAME",FORMULA,"EXCEPTION_
PRICING_MODEL_NAME1","EXCEPTION_
FORMULA1","ENTITY_
GROUP_1","EXCEPTION_
PRICING_MODEL_NAME2","EXCEPTION_
FORMULA2","EXCEPTION_
GROUP_2","EXCEPTION_
PRICING_MODEL_NAME3","EXCEPTION_
FORMULA3","EXCEPTION_
GROUP_3"
PTM_VISA_JP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
HAA_TRAVELWORLDORANG,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.12)),,,,,,,,,
PTM_VISA_JAPAN,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
PTM_VISA_KR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
PTM_ID90,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
PTM_RAVEGROUP,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_VISA_CITI_PMILE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
VISA_TH,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
PTM_VISA_RU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
PTM_ID90,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
HAA_BUDGET,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
HAA_TRAVELNZ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_ABSA_VISA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,$ per Transaction,0,,,,,,,,,
HAA_RAMSAYHEALTH,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_JCB,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_CENTRALHOSTOFFIC,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_ALLCHEAPHOTELS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_CAIRNSRESERVATIO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_VISA_EN,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
PTM_LASTMINUTEBEDS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_JATRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_ONHOLIDAY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_CHEAP2GO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_FINDAROOM_STAFF,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,% of Profit,50,,,,,,,,,
PTM_ALLHOTEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)*0.1,,,,,,,,,
HAA_ALLCHEAPHOTELS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_PLANBOOKTRAVEL,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_ACCOMMODATIONARO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0.06)),,,,,,,,,
HAA_WORLDSTAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_TRANSTAR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_HOTELGAIDO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_BIGLOBE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_GLOBALROOMS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_ALLCHEAPHOTELS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_SYDNEYONTHEWEB,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_COXANDKINGS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)*0.12,,,,,,,,,
HAA_AUSEMADE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_NEWZEALANDNZ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_AGENCIASDEVIAJES,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_SUNZINE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_COMOVIAJAR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_WORLDTRAVELERSON,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_KAIGAISEIKATSU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_COLATOUR,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)-((hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)/(1+0)),,,,,,,,,
PTM_INTERQ,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_WMLRO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_WORLDHOTELDISCOU,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_YOUSWORLD,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_AUSSIEWIDEHOLIDA,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_EZHOLIDAYS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_LASTMINUTEOFFERS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_FRANCEWORLD,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_BENRI,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_NEEDABED,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_REISEMARIE,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_LITTLEINTERNATIO,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_BESTWAY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_AIRSTAY,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
HAA_ALLCHEAPHOTELS,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
PTM_RIBBON,HOT,Zero Fees,REVENUE_SHARE,Flat Model,MERCHANT,HOT,By Formula,(hotelPropertyMarkup-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee+hotelPropertyMarkup)))*0.5,By Formula,(((hotelComponentCost+hotelComponentTax+customerServiceFee)*0.15)-(0.09*(hotelComponentCost+hotelComponentTax+customerServiceFee)))*0.5,CY@AR@XV@BR@EB@RC@TO@BG@VC@ET@FN@AK@RZ@ZX@MC@YO@HI@IN@IC@EX@CP@SB@AN,,,,,,
